name,serving_size,calories,protein,carbohydrate,total_fat
"Cranberry juice blend, with added vitamin C and calcium, bottled, 100% juice",100 g,45,0.27 g,10.91 g,0.1g
"Beverages, Hot Cocoa Mix Rich Chocolate With Marshmallows, NESTLE, Cocoa mix",100 g,400,2.80 g,75.00 g,15g
"Pineapple juice, without added ascorbic acid, unsweetened, canned or bottled",100 g,53,0.36 g,12.87 g,0.1g
"Margarine-like, with salt, tub, reduced calorie, vegetable oil-butter spread",100 g,450,1.00 g,1.00 g,50g
"Orange juice, with added calcium, undiluted, unsweetened, frozen concentrate",100 g,147,2.40 g,33.86 g,0.3g
"School Lunch, cooked, frozen, whole grain, thin crust, cheese topping, pizza",100 g,247,12.72 g,31.31 g,7.9g
"KELLOGG'S, Ice Cream Shoppe Frosted Rainbow Chip Toaster Pastries, POP-TARTS",100 g,400,4.00 g,70.80 g,11g
"KFC, skin and breading removed, meat only, Wing, EXTRA CRISPY, Fried Chicken",100 g,236,28.67 g,2.97 g,12g
"Snacks, graham and marshmallow, chocolate chip, uncoated, soft, granola bars",100 g,427,6.10 g,70.80 g,16g
"Chicken, batter, fried, cooked, meat and skin, drumstick, broilers or fryers",100 g,268,21.95 g,8.28 g,16g
"Cereals ready-to-eat, Oat Flakes & Blueberry Clusters, HEART TO HEART, KASHI",100 g,376,10.39 g,80.30 g,3.8g
"Game meat, raw, trimmed to 0"" fat, separable lean only, shoulder clod, bison",100 g,109,21.10 g,0.00 g,2.1g
"Formulated bar, all flavors, SNICKERS MARATHON Energy Bar, MARS SNACKFOOD US",100 g,386,21.91 g,50.30 g,11g
"CAMPBELL'S CHUNKY Microwavable Bowls, ready-to-serve, Classic Chicken Noodle",100 g,45,2.45 g,5.71 g,1.2g
"Bread, and/or tapioca, corn starch, made with rice flour, white, gluten-free",100 g,248,4.31 g,45.78 g,5.2g
"Toaster Pastries, Frosted brown sugar cinnamon, KELLOGG'S POP TARTS, KELLOGG",100 g,417,4.60 g,69.00 g,14g
"Beverages, prepared with water, frozen concentrate, citrus fruit juice drink",100 g,46,0.34 g,11.42 g,0g
"Pork, broiled, cooked, separable lean and fat, boneless, leg cap steak, loin",100 g,158,27.57 g,0.00 g,4.4g
"Infant formula, liquid concentrate, with DHA and ARA, GOOD START SOY, NESTLE",100 g,132,3.31 g,14.71 g,6.7g
"Infant formula, with ARA and DHA, powder, NEOSURE, SIMILAC, ABBOTT NUTRITION",100 g,520,14.42 g,51.75 g,28g
"Infant formula, ready-to-feed, with iron, ADVANCE, SIMILAC, ABBOTT NUTRITION",100 g,66,1.36 g,6.77 g,3.7g
"Game meat, braised, cooked, separable lean only, shoulder clod, chuck, bison",100 g,193,33.78 g,0.00 g,5.4g
"Beef, braised, cooked, separable lean only, hind shin, imported, New Zealand",100 g,167,31.23 g,0.00 g,4.6g
"Beverages, contains caffeine and sweeteners, cola, reduced sugar, carbonated",100 g,20,0.00 g,5.16 g,0g
"Gelatin desserts, sodium-citrate and salt, with added ascorbic acid, dry mix",100 g,381,7.80 g,90.50 g,0g
"Lamb, soaked and simmered, cooked, tongue - swiss cut, imported, New Zealand",100 g,272,17.51 g,0.86 g,22g
"Chicken, flour, fried, cooked, meat and skin, light meat, broilers or fryers",100 g,246,30.45 g,1.82 g,12g
"Chicken, batter, fried, cooked, meat and skin, dark meat, broilers or fryers",100 g,298,21.85 g,9.38 g,19g
"Artichokes, without salt, drained, boiled, cooked, frozen, (globe or french)",100 g,45,3.11 g,9.18 g,0.5g
"Beverages, B12, B6, B3, B2, fortified with vitamins C, Monster, Energy Drink",100 g,47,0.47 g,11.28 g,0g
"Yogurt, fortified with vitamin D, with low calorie sweetener, lowfat, fruit",100 g,105,4.86 g,18.60 g,1.4g
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, loin, domestic",100 g,143,20.88 g,0.00 g,5.9g
"Veal, braised, cooked, separable lean and fat, boneless, point half, breast",100 g,248,28.23 g,0.00 g,14g
"Veal, braised, cooked, separable lean and fat, boneless, plate half, breast",100 g,282,25.93 g,0.00 g,19g
"Oil, high oleic (70%), non trans, high stability, Natreon canola, vegetable",100 g,884,0.00 g,0.00 g,100g
"Soup, prepared with equal volume low fat (2%) milk, canned, cream of shrimp",100 g,61,2.78 g,5.64 g,3.2g
"Pork, roasted, cooked, separable lean and fat, shank half, leg (ham), fresh",100 g,232,25.96 g,0.00 g,13g
"Child formula, not reconstituted, powder, with iron, PORTAGEN, MEAD JOHNSON",100 g,483,16.50 g,54.80 g,22g
"Corn, solids and liquids, no salt added, whole kernel, canned, white, sweet",100 g,64,1.95 g,15.41 g,0.5g
"Beans, without salt, drained, boiled, cooked, sprouted, mature seeds, pinto",100 g,22,1.86 g,4.10 g,0.3g
"Infant formula, ready-to-feed, with iron, NUTRAMIGEN, ENFAMIL, MEAD JOHNSON",100 g,66,1.83 g,6.81 g,3.5g
"Infant formula, not reconstituted, powder, NEXT STEP PROSOBEE, MEAD JOHNSON",100 g,480,15.60 g,57.10 g,21g
"Fast foods, tuna on white bread with lettuce and tomato, submarine sandwich",100 g,218,12.33 g,15.95 g,12g
"Beef, raw, separable lean and fat, brisket navel end, imported, New Zealand",100 g,345,15.81 g,0.00 g,31g
"Cereals ready-to-eat, chocolate, KELLOGG'S FROSTED MINI-WHEATS LITTLE BITES",100 g,354,8.50 g,81.40 g,3.4g
"Beverages, prepared with whole milk, powder, Strawberry-flavor beverage mix",100 g,88,3.00 g,12.30 g,3.1g
"Beverages, fortified with vitamin E and C, Lemonade fruit juice drink light",100 g,21,0.00 g,5.00 g,0g
"Snacks, sour-cream and onion-flavor, made from dried potatoes, potato chips",100 g,547,6.60 g,51.30 g,37g
"Squash, with salt, drained, boiled, cooked, includes skin, zucchini, summer",100 g,15,1.14 g,2.69 g,0.4g
"Candies, milk chocolate peanut butter and soft nougats, FAST BREAK, REESE'S",100 g,474,8.66 g,61.60 g,23g
"Chicken, roasted, cooked, with added solution, skin (drumsticks and thighs)",100 g,421,20.31 g,0.44 g,38g
"Chicken, braised, cooked, with added solution, skin (drumsticks and thighs)",100 g,403,12.26 g,1.00 g,39g
"Cabbage, raw, freshly harvest, common (danish, domestic, and pointed types)",100 g,24,1.21 g,5.37 g,0.2g
"Beverages, prepared with water, frozen concentrate, fruit punch juice drink",100 g,42,0.07 g,11.40 g,0.2g
"Turkey, roasted, with added solution, meat only, from whole bird, drumstick",100 g,158,26.10 g,0.00 g,6g
"Chicken, flour, fried, cooked, meat and skin, drumstick, broilers or fryers",100 g,245,26.96 g,1.63 g,14g
"Infant formula, ready-to-feed, with iron, ISOMIL, SIMILAC, ABBOTT NUTRITION",100 g,66,1.61 g,6.70 g,3.6g
"Beef, braised, cooked, separable lean and fat, flank, imported, New Zealand",100 g,208,30.13 g,0.00 g,9.7g
"Beans, without salt, drained, boiled, cooked, frozen, immature seeds, pinto",100 g,162,9.31 g,30.87 g,0.5g
"Pork, raw, separable lean and fat, boneless, top loin (roasts), loin, fresh",100 g,166,21.34 g,0.00 g,8.3g
"Pork, braised, cooked, separable lean only, country-style ribs, loin, fresh",100 g,247,27.74 g,0.00 g,14g
"Corn, with salt, drained, boiled, kernels cut off cob, frozen, white, sweet",100 g,80,2.75 g,19.56 g,0.4g
"Waxgourd, without salt, drained, boiled, cooked, (chinese preserving melon)",100 g,14,0.40 g,3.04 g,0.2g
"Infant formula, Toddler ready-to-feed, Soy, Enfagrow, ENFAMIL, MEAD JOHNSON",100 g,65,2.17 g,7.64 g,2.9g
"Infant formula, 20 calories ready-to-feed, Premature, ENFAMIL, MEAD JOHNSON",100 g,66,1.97 g,7.21 g,3.3g
"Beef, raw, separable lean and fat, brisket point end, imported, New Zealand",100 g,163,20.05 g,0.00 g,9.2g
"Pork, pan-broil, heated, separable lean and fat, bone-in, slice, ham, cured",100 g,181,25.48 g,0.70 g,8.5g
"Gelatin desserts, no added sodium, with aspartame, reduced calorie, dry mix",100 g,345,55.30 g,33.30 g,0g
"Snacks, made with olestra, fat-free, made from dried potatoes, potato chips",100 g,253,5.06 g,56.00 g,0.9g
"Game meat, broiled, cooked, 1"" steak, separable lean only, top round, bison",100 g,174,30.18 g,0.00 g,5g
"Milk, without added vitamin A and vitamin D, 2% milkfat, fluid, reduced fat",100 g,50,3.30 g,4.80 g,2g
"Veal, roasted, cooked, separable lean only, whole (arm and blade), shoulder",100 g,170,25.81 g,0.00 g,6.6g
"Veal, braised, cooked, separable lean only, whole (arm and blade), shoulder",100 g,199,33.68 g,0.00 g,6.1g
"Shortening, soybean (hydrogenated), special purpose for cakes and frostings",100 g,884,0.00 g,0.00 g,100g
"Infant formula, ready-to-feed, with iron, GOOD START ESSENTIALS SOY, NESTLE",100 g,65,1.63 g,7.17 g,3.3g
"Cowpeas, plain, canned, mature seeds, common (blackeyes, crowder, southern)",100 g,77,4.74 g,13.63 g,0.6g
"Fast Foods, tomato and spread, with lettuce, grilled chicken filet sandwich",100 g,182,17.34 g,16.78 g,4.6g
"SUPPER BAKES MEAL KITS, Lemon Chicken with herb rice (chicken not included)",100 g,210,4.26 g,45.74 g,1.1g
"Leeks, without salt, drained, boiled, cooked, (bulb and lower leaf-portion)",100 g,31,0.81 g,7.62 g,0.2g
"Beverages, prepared with water, powder, breakfast type, orange-flavor drink",100 g,49,0.00 g,12.65 g,0g
"MORNINGSTAR FARMS Grillers Burger Style Recipe Crumbles, unprepared, frozen",100 g,135,18.50 g,8.30 g,4.3g
"Chicken, flour, fried, cooked, meat and skin, dark meat, broilers or fryers",100 g,285,27.22 g,4.08 g,17g
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, steak, flank",100 g,141,21.57 g,0.00 g,5.5g
"Apricots, solids and liquids, without skin, extra heavy syrup pack, canned",100 g,96,0.55 g,24.85 g,0g
"Beverages, Energy Drink with carbonated water and high fructose corn syrup",100 g,62,0.42 g,15.00 g,0g
"Formulated bar, SNICKERS MARATHON MULTIGRAIN CRUNCH BAR, MARS SNACKFOOD US",100 g,422,18.49 g,57.27 g,13g
"Balsam-pear (bitter gourd), with salt, drained, boiled, cooked, leafy tips",100 g,32,3.60 g,6.16 g,0.2g
"Pork, roasted, cooked, separable lean and fat, arm picnic, shoulder, fresh",100 g,317,23.47 g,0.00 g,24g
"Pork, braised, cooked, separable lean and fat, arm picnic, shoulder, fresh",100 g,235,24.88 g,0.00 g,14g
"Succotash, without salt, drained, boiled, cooked, frozen, (corn and limas)",100 g,93,4.31 g,19.95 g,0.9g
"Beef, raw, Aust. marble score 9, external fat, Wagyu, imported, Australian",100 g,639,5.54 g,0.97 g,68g
"Pork, roasted, cooked, separable lean and fat, rump half, leg (ham), fresh",100 g,209,27.03 g,0.00 g,10g
"KEEBLER, Mini Fudge Grahams Cookies, FUDGE SHOPPE, 100 Calorie RIGHT BITES",100 g,467,4.50 g,73.20 g,18g
"MORNINGSTAR FARMS Grillers Quarter Pound Veggie Burger, unprepared, frozen",100 g,219,22.80 g,8.90 g,11g
"MORNINGSTAR FARMS Hot and Spicy Veggie Sausage Patties, unprepared, frozen",100 g,185,21.80 g,8.50 g,7.4g
"Soup, prepared with equal volume water, canned, low sodium, chicken noodle",100 g,25,1.27 g,2.95 g,1g
"Milk, with added vitamin A and vitamin D (fat free or skim), fluid, nonfat",100 g,34,3.37 g,4.96 g,0.1g
"Coffeecake, unenriched, commercially prepared, cinnamon with crumb topping",100 g,418,6.80 g,46.70 g,23g
"Corn, solids and liquids, regular pack, whole kernel, canned, white, sweet",100 g,64,1.95 g,15.41 g,0.5g
"JIMMY DEAN, unprepared, frozen, and Cheese Breakfast Biscuit, Egg, Sausage",100 g,328,9.29 g,21.07 g,23g
"Beef, braised, cooked, separable lean and fat, flat, imported, New Zealand",100 g,252,31.86 g,0.00 g,14g
"Baking chocolate, M&M's Milk Chocolate Mini Baking Bits, MARS SNACKFOOD US",100 g,502,4.78 g,68.40 g,23g
"Pork, simmered, cooked, chitterlings, variety meats and by-products, fresh",100 g,233,12.49 g,0.00 g,20g
"Snacks, Crunchy Almond/Brown Sugar, KELLOGG'S Low Fat Granola Bar, KELLOGG",100 g,390,8.00 g,78.00 g,7.4g
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, steak, flank",100 g,145,21.22 g,0.00 g,6.1g
"Cereals, with salt, cooked with water, regular (10 minute), CREAM OF WHEAT",100 g,50,1.46 g,10.66 g,0.2g
"Beverages, prepared with whole milk, powder, chocolate-flavor beverage mix",100 g,85,3.23 g,11.91 g,3.2g
"Pasta, cooked, remaining unenriched semolina, 51% whole wheat, whole grain",100 g,159,5.82 g,31.51 g,1.5g
"Snacks, and E, C, with vitamins A, strawberry, SUNKIST Fruit Roll, SUNKIST",100 g,342,0.60 g,82.70 g,1g
"Cereals ready-to-eat, little bites, KELLOGG'S FROSTED MINI-WHEATS, KELLOGG",100 g,351,9.19 g,83.40 g,1.7g
"Fast Foods, skin and breading removed, meat only, Drumstick, Fried Chicken",100 g,172,26.24 g,0.00 g,7.4g
"Ice cream cone, flavors other than chocolate, with nuts, chocolate covered",100 g,354,5.21 g,34.38 g,22g
"Game meat, broiled, cooked, 1"" steak, separable lean only, top round, deer",100 g,152,31.47 g,0.00 g,1.9g
"Pork, raw, separable lean only, boneless, center loin (chops), loin, fresh",100 g,123,23.75 g,0.00 g,3.1g
"Peppers, with salt, drained, boiled, cooked, chopped, frozen, green, sweet",100 g,16,0.95 g,3.31 g,0.2g
"Soymilk, vitamins A and D, with added calcium, light, original and vanilla",100 g,30,2.38 g,3.51 g,0.8g
"Chicken, roasted, cooked, with added solution, meat only, thigh, dark meat",100 g,164,24.23 g,0.00 g,7.7g
"Chicken, braised, cooked, with added solution, meat only, thigh, dark meat",100 g,164,23.00 g,0.00 g,8g
"Orange juice, diluted with 3 volume water, unsweetened, frozen concentrate",100 g,37,0.60 g,8.80 g,0.1g
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, steak, flank",100 g,165,21.22 g,0.00 g,8.3g
"Turkey, roasted, with added solution, meat and skin, from whole bird, back",100 g,205,25.80 g,0.00 g,11g
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, rib, domestic",100 g,169,19.98 g,0.00 g,9.2g
"Lima beans, without salt, boiled, cooked, mature seeds, thin seeded (baby)",100 g,126,8.04 g,23.31 g,0.4g
"Turnover, frozen, reduced fat, tomato-based sauce, meat- and cheese-filled",100 g,215,9.45 g,31.89 g,5.5g
"Pork, raw, separable lean and fat, boneless, top loin (chops), loin, fresh",100 g,155,21.55 g,0.00 g,6.9g
"Game meat, raw, trimmed to 0"" fat, separable lean only, top sirloin, bison",100 g,113,21.40 g,0.00 g,2.4g
"Formulated bar, Chocolate Blueberry Snack Bar, COCOAVIA, MARS SNACKFOOD US",100 g,325,6.21 g,57.87 g,9.3g
"Snacks, chocolate chip, milk chocolate coating, coated, soft, granola bars",100 g,466,5.80 g,63.80 g,25g
"POPEYES, skin and breading removed, meat only, Breast, Mild, Fried Chicken",100 g,157,28.98 g,0.00 g,4.5g
"KEEBLER, Fudge Dipped, Sandies Shortbread Cookies, 100 Calorie RIGHT BITES",100 g,462,4.10 g,72.40 g,20g
"Beans, without salt, drained, boiled, cooked, sprouted, mature seeds, navy",100 g,78,7.07 g,15.01 g,0.8g
"Candies, POP'ABLES 3 MUSKETEERS Brand Bite Size Candies, MARS SNACKFOOD US",100 g,443,2.59 g,75.94 g,15g
"MORNINGSTAR FARMS Pizza, unprepared, frozen, single serve, Baja Black Bean",100 g,235,10.60 g,36.90 g,6.9g
"Infant formula, not reconstituted, powder, low iron, ENFAMIL, MEAD JOHNSON",100 g,511,10.80 g,56.20 g,27g
"Milk, with added vitamin D and without added vitamin A, evaporated, canned",100 g,134,6.81 g,10.04 g,7.6g
"Cookies, chocolate-coated, regular, with creme filling, chocolate sandwich",100 g,481,3.60 g,66.40 g,26g
"Infant formula, prepared from powder, with iron, PREGESTIMIL, MEAD JOHNSON",100 g,67,1.82 g,6.63 g,3.7g
"Ice cream, added peanuts and chocolate sauce, cone, no sugar added, lowfat",100 g,265,5.33 g,40.01 g,9.3g
"Fast foods, large patty; with condiments and vegetables, hamburger; double",100 g,239,15.17 g,17.82 g,12g
"Fast foods, large patty; with condiments and vegetables, hamburger; single",100 g,235,11.85 g,18.35 g,13g
"Fast foods, ham on white bread with lettuce and tomato, submarine sandwich",100 g,151,9.12 g,22.91 g,2.5g
"Pork, simmered, cooked, frozen, ears, variety meats and by-products, fresh",100 g,166,15.95 g,0.20 g,11g
"Veal, not breaded, pan-fried, cooked, separable lean only, leg (top round)",100 g,183,33.17 g,0.00 g,4.6g
"Cowpeas (blackeyes), without salt, drained, boiled, cooked, immature seeds",100 g,97,3.17 g,20.32 g,0.4g
"CAMPBELL'S CHUNKY Soups, Grilled Sirloin Steak with Hearty Vegetables Soup",100 g,51,3.27 g,7.76 g,0.8g
"Toaster Pastries, Frosted strawberry, KELLOGG'S LOW FAT POP TARTS, KELLOGG",100 g,363,4.20 g,74.40 g,5.4g
"Sweet Potatoes, salt added in processing, frozen as packaged, french fried",100 g,182,2.16 g,35.58 g,8.9g
"Lamb, raw, separable lean only, square-cut shoulder, imported, New Zealand",100 g,154,19.72 g,0.00 g,8.3g
"Candies, milk chocolate, peanut butter, REESESTICKS crispy wafers, HERSHEY",100 g,521,9.53 g,55.38 g,31g
"Margarine-like, with salt, stick/tub/bottle, 60% fat, vegetable oil spread",100 g,526,0.60 g,0.00 g,59g
"Corn, solids and liquids, regular pack, brine pack, canned, yellow, sweet",100 g,61,1.95 g,13.86 g,0.8g
"Fish, cheeks and soft bones (Alaska Native), eyes, head, broad, whitefish",100 g,107,18.60 g,0.00 g,3.6g
"Beverages, with vitamin C added, low calorie, cranberry-apple juice drink",100 g,19,0.10 g,4.70 g,0g
"Yogurt, sweetened with low calorie sweetener, lowfat milk, vanilla flavor",100 g,86,4.93 g,13.80 g,1.3g
"Beans, with salt, drained, boiled, cooked, sprouted, mature seeds, kidney",100 g,33,4.83 g,4.72 g,0.6g
"Beef, braised, cooked, all grades, separable lean and fat, chuck for stew",100 g,191,32.41 g,0.00 g,6.8g
"Chicken, batter, fried, cooked, meat and skin, breast, broilers or fryers",100 g,260,24.84 g,8.99 g,13g
"Pineapple juice, with added ascorbic acid, unsweetened, canned or bottled",100 g,53,0.36 g,12.87 g,0.1g
"Cereals ready-to-eat, Honey Squares, FIBER ONE 80 Calories, GENERAL MILLS",100 g,248,4.80 g,85.19 g,2.6g
"Tofu, prepared with calcium sulfate and magnesium chloride (nigari), firm",100 g,78,9.04 g,2.85 g,4.2g
"Tofu, prepared with calcium sulfate and magnesium chloride (nigari), soft",100 g,61,7.17 g,1.18 g,3.7g
"Fast foods, and tomato on white bread, lettuce, bacon, submarine sandwich",100 g,205,10.06 g,26.66 g,6.4g
"Soup, prepared with equal volume water, canned, vegetable with beef broth",100 g,33,1.21 g,5.35 g,0.8g
"Cereals ready-to-eat, unfrosted bite size, KELLOGG'S MINI-WHEATS, KELLOGG",100 g,342,11.60 g,81.00 g,2g
"Crustaceans, raw (may have been previously frozen), mixed species, shrimp",100 g,71,13.61 g,0.91 g,1g
"Soup, prepared with equal volume water, canned, new england, clam chowder",100 g,35,1.55 g,5.05 g,1g
"Veal, breaded, pan-fried, cooked, separable lean and fat, leg (top round)",100 g,238,27.29 g,9.91 g,9.2g
"Infant formula, ready-to-feed, with iron, GOOD START 2 ESSENTIALS, NESTLE",100 g,65,1.70 g,8.54 g,2.7g
"Beans, without salt, boiled, cooked, mature seeds, california red, kidney",100 g,124,9.13 g,22.41 g,0.1g
"Frozen novelties, with nuts, chocolate or caramel covered, ice cream type",100 g,323,4.40 g,30.90 g,20g
"Margarine-like spread, SMART BALANCE Regular Buttery Spread with flax oil",100 g,583,0.14 g,0.14 g,65g
"Pork, raw, separable lean only, bone-in, center loin (chops), loin, fresh",100 g,127,21.99 g,0.00 g,3.7g
"Artichokes, with salt, drained, boiled, cooked, frozen, (globe or french)",100 g,45,3.11 g,9.18 g,0.5g
"POPEYES, skin and breading removed, meat only, Thigh, Mild, Fried Chicken",100 g,188,24.31 g,0.85 g,9.7g
"Snacks, peanut butter, milk chocolate coating, coated, soft, granola bars",100 g,508,10.20 g,53.40 g,31g
"Shortening, soy (partially hydrogenated ) and corn for frying, industrial",100 g,884,0.00 g,0.00 g,100g
"Bread, and eggs, 80% margarine, prepared with 2% milk, dry mix, cornbread",100 g,330,6.59 g,54.46 g,9.6g
"Mung beans, without salt, drained, boiled, cooked, sprouted, mature seeds",100 g,21,2.03 g,4.19 g,0.1g
